TIME,Ux,Uy
3.736e-02,-88.625,-1.99391
3.739e-02,-87.1563,-1.99141
3.742e-02,-86.2578,-1.98203
3.746e-02,-85.1328,-1.97297
3.749e-02,-84.5781,-1.96156
3.752e-02,-83.125,-1.96531
3.755e-02,-82.4141,-1.95641
3.758e-02,-81.1406,-1.94813
3.762e-02,-80.2656,-1.94203
3.765e-02,-79.0781,-1.92844
3.768e-02,-77.9453,-1.92922
3.771e-02,-76.9531,-1.9225
3.774e-02,-75.7734,-1.915
3.778e-02,-74.9375,-1.91719
3.781e-02,-73.3828,-1.915
3.784e-02,-72.1016,-1.90344
3.787e-02,-71.0391,-1.88344
3.790e-02,-69.8203,-1.87938
3.794e-02,-68.7188,-1.8775
3.797e-02,-67.4063,-1.87406
3.800e-02,-65.9922,-1.85219
3.803e-02,-64.7813,-1.84594
3.806e-02,-63.2344,-1.83922
3.810e-02,-62.0391,-1.83422
3.813e-02,-60.8438,-1.825
3.816e-02,-59.6641,-1.81484
3.819e-02,-58.1719,-1.80609
3.822e-02,-56.9531,-1.79703
3.826e-02,-55.3594,-1.79438
3.829e-02,-54.0547,-1.78109
3.832e-02,-52.5078,-1.76906
3.835e-02,-51.3828,-1.76328
3.838e-02,-49.7969,-1.74969
3.842e-02,-48.5938,-1.7375
3.845e-02,-47.2422,-1.73609
3.848e-02,-45.6094,-1.72281
3.851e-02,-44.2656,-1.71406
3.854e-02,-43.0859,-1.70609
3.858e-02,-41.6641,-1.69984
3.861e-02,-40.4297,-1.68188
3.864e-02,-39.3594,-1.66266
3.867e-02,-38.3594,-1.66109
3.870e-02,-37.1797,-1.64391
3.874e-02,-35.9141,-1.63969
3.877e-02,-34.75,-1.63359
3.880e-02,-33.6563,-1.61625
3.883e-02,-32.2734,-1.61047
3.886e-02,-31.3203,-1.60281
3.890e-02,-30.5078,-1.59672
3.893e-02,-29.2578,-1.58594
3.896e-02,-28.2656,-1.57328
3.899e-02,-27.0781,-1.56328
3.902e-02,-26.0469,-1.55875
3.906e-02,-25.1953,-1.54453
3.909e-02,-23.8828,-1.52859
3.912e-02,-23.0469,-1.52297
3.915e-02,-21.7578,-1.51422
3.918e-02,-20.8281,-1.50109
3.922e-02,-19.4063,-1.48594
3.925e-02,-18.9375,-1.48109
3.928e-02,-17.6172,-1.47453
3.931e-02,-16.5,-1.45984
3.934e-02,-15.6953,-1.44656
3.938e-02,-14.75,-1.43672
3.941e-02,-13.4063,-1.42922
3.944e-02,-12.8047,-1.40891
3.947e-02,-11.7422,-1.40109
3.950e-02,-10.9375,-1.38438
3.954e-02,-9.92188,-1.37734
3.957e-02,-8.9375,-1.35953
3.960e-02,-8.53125,-1.36109
3.963e-02,-7.22656,-1.34484
3.966e-02,-6.75,-1.33391
3.970e-02,-5.70313,-1.32297
3.973e-02,-4.9375,-1.31062
3.976e-02,-3.82031,-1.29609
3.979e-02,-2.92969,-1.28078
3.982e-02,-2.42969,-1.27141
3.986e-02,-1.39844,-1.26172
3.989e-02,-0.9375,-1.24031
3.992e-02,0.03125,-1.23859
3.995e-02,0.835937,-1.22234
3.998e-02,1.24219,-1.20547
4.002e-02,2.60156,-1.18844
4.005e-02,3.0625,-1.17594
4.008e-02,3.58594,-1.16312
4.011e-02,4.73437,-1.15641
4.014e-02,5.0625,-1.13469
4.018e-02,5.89844,-1.11438
4.021e-02,6.94531,-1.09828
4.024e-02,7.0625,-1.09203
4.027e-02,7.45312,-1.08109
4.030e-02,8.84375,-1.06328
4.034e-02,9.16406,-1.04422
4.037e-02,10.0234,-1.02484
4.040e-02,10.8828,-1.01875
4.043e-02,11.1953,-0.993906
4.046e-02,11.9687,-0.984063
4.050e-02,12.8516,-0.965938
4.053e-02,13.2344,-0.95125
4.056e-02,14.1016,-0.935156
4.059e-02,14.9453,-0.918281
4.062e-02,14.9453,-0.899375
4.066e-02,15.5391,-0.88375
4.069e-02,16.4375,-0.871719
4.072e-02,16.9453,-0.853438
4.075e-02,17.2734,-0.834688
4.078e-02,18.1094,-0.817344
4.082e-02,18.8672,-0.79625
4.085e-02,19.1016,-0.780156
4.088e-02,19.8203,-0.766563
4.091e-02,20.4297,-0.750156
4.094e-02,20.9453,-0.728125
4.098e-02,21.0625,-0.717812
4.101e-02,21.4219,-0.70125
4.104e-02,22.2969,-0.678594
4.107e-02,22.6797,-0.654844
4.110e-02,22.9453,-0.635625
4.114e-02,23.0391,-0.625469
4.117e-02,23.625,-0.606094
4.120e-02,24.5156,-0.589063
4.123e-02,24.8203,-0.565937
4.126e-02,24.9453,-0.547031
4.130e-02,25.0625,-0.526406
4.133e-02,25.9297,-0.512813
4.136e-02,26.2812,-0.491563
4.139e-02,26.7734,-0.472813
4.142e-02,26.8359,-0.442656
4.146e-02,27.3437,-0.43
4.149e-02,27.5781,-0.403281
4.152e-02,28.25,-0.391094
4.155e-02,28.6406,-0.367969
4.158e-02,28.9844,-0.344375
4.162e-02,28.9453,-0.325469
4.165e-02,29.0625,-0.312344
4.168e-02,29.3984,-0.286719
4.171e-02,29.5937,-0.269531
4.174e-02,30.3203,-0.241094
4.178e-02,30.6484,-0.226875
4.181e-02,30.8594,-0.200625
4.184e-02,30.9375,-0.180313
4.187e-02,30.8437,-0.145
4.190e-02,31.0625,-0.130312
4.194e-02,31.0625,-0.106875
4.197e-02,31.1328,-0.0870313
4.200e-02,31.3203,-0.0640625
4.203e-02,31.5625,-0.0434375
4.206e-02,32.0781,-0.0109375
4.210e-02,32.5391,0.00703125
4.213e-02,32.7187,0.0396875
4.216e-02,32.9297,0.0589063
4.219e-02,32.9453,0.086875
4.222e-02,33.1797,0.109531
4.226e-02,33.0625,0.135
4.229e-02,33.2031,0.161719
4.232e-02,33.3281,0.182344
4.235e-02,33.625,0.205937
4.238e-02,34.3984,0.230938
4.242e-02,34.6484,0.263281
4.245e-02,34.8516,0.282656
4.248e-02,34.9453,0.310781
4.251e-02,35.0625,0.333594
4.254e-02,35.3281,0.356875
4.258e-02,35.4687,0.380312
4.261e-02,36.0234,0.400938
4.264e-02,36.2734,0.428438
4.267e-02,36.5078,0.44375
4.270e-02,36.8984,0.470469
4.274e-02,37.0625,0.491875
4.277e-02,37.1719,0.515
4.280e-02,37.3672,0.545
4.283e-02,37.7266,0.568125
4.286e-02,38.3437,0.596875
4.290e-02,38.8672,0.623437
4.293e-02,38.9453,0.641719
4.296e-02,39.0625,0.67
4.299e-02,39.0625,0.691406
4.302e-02,39.6016,0.719688
4.306e-02,40.0234,0.746719
4.309e-02,39.9141,0.767031
4.312e-02,40.8828,0.790781
4.315e-02,40.875,0.813906
4.318e-02,41.2344,0.844375
4.322e-02,42.0547,0.859063
4.325e-02,42.3672,0.885313
4.328e-02,42.8125,0.909375
4.331e-02,42.9453,0.93625
4.334e-02,43.0937,0.95375
4.338e-02,43.6719,0.97375
4.341e-02,44.2734,0.997188
4.344e-02,44.875,1.02563
4.347e-02,45.0625,1.04953
4.350e-02,45.3437,1.07656
4.354e-02,46.3281,1.09609
4.357e-02,46.5781,1.12344
4.360e-02,46.9453,1.14781
4.363e-02,47.0703,1.165
4.366e-02,47.4062,1.18938
4.370e-02,48.4297,1.22281
4.373e-02,48.9453,1.24016
4.376e-02,49.0625,1.26781
4.379e-02,49.4609,1.27687
4.382e-02,50.4141,1.30656
4.386e-02,51.0625,1.32125
4.389e-02,51.0625,1.34781
4.392e-02,51.4453,1.36328
4.395e-02,52.6641,1.38469
4.398e-02,53.0625,1.40609
4.402e-02,53.1172,1.42797
4.405e-02,54.125,1.45266
4.408e-02,54.7734,1.47
4.411e-02,55.1875,1.48234
4.414e-02,55.5234,1.50734
4.418e-02,56.6406,1.52625
4.421e-02,56.9844,1.54984
4.424e-02,57.4609,1.56125
4.427e-02,58.9453,1.58672
4.430e-02,59.1094,1.60578
4.434e-02,59.875,1.62484
4.437e-02,60.8516,1.64156
4.440e-02,61.1953,1.66437
4.443e-02,62.6172,1.67922
4.446e-02,63.2578,1.70422
4.450e-02,64.1797,1.71687
4.453e-02,65.2031,1.73313
4.456e-02,66.6172,1.75609
4.459e-02,67.2734,1.77453
4.462e-02,68.7109,1.78969
4.466e-02,69.5,1.80516
4.469e-02,70.8359,1.81906
4.472e-02,72.2031,1.83953
4.475e-02,73.3516,1.85328
4.478e-02,74.7031,1.87672
4.482e-02,75.7656,1.88312
4.485e-02,77.1094,1.90109
4.488e-02,78.4766,1.92125
4.491e-02,79.75,1.93203
4.494e-02,81.0937,1.94047
4.498e-02,82.6641,1.96078
4.501e-02,83.8672,1.96813
4.504e-02,85.3437,1.99156
4.507e-02,86.9844,1.99984
4.510e-02,88.3125,2.00703
4.514e-02,89.4844,2.02016
4.517e-02,90.9453,2.03531
4.520e-02,92.1562,2.04422
4.523e-02,93.3203,2.05656
4.526e-02,94.9453,2.06797
4.530e-02,96.1797,2.07891
4.533e-02,97.625,2.08125
4.536e-02,98.875,2.09219
4.539e-02,100.211,2.11016
4.542e-02,101.187,2.11703
4.546e-02,102.836,2.12906
4.549e-02,103.789,2.13563
4.552e-02,105.187,2.14125
4.555e-02,105.508,2.14953
4.558e-02,106.687,2.15156
4.562e-02,107.32,2.14891
4.565e-02,108.133,2.15859
4.568e-02,109.062,2.15672
4.571e-02,109.516,2.15891
4.574e-02,110.625,2.16375
4.578e-02,110.961,2.16406
4.581e-02,112.023,2.16547
4.584e-02,112.289,2.16766
4.587e-02,112.93,2.16594
4.590e-02,112.836,2.16484
4.594e-02,113.242,2.17063
4.597e-02,113.25,2.17109
4.600e-02,113.797,2.17141
4.603e-02,114.609,2.17
4.606e-02,114.398,2.17406
4.610e-02,114.805,2.16859
4.613e-02,114.945,2.16469
4.616e-02,114.828,2.16828
4.619e-02,114.945,2.16562
4.622e-02,114.844,2.15938
4.626e-02,115.187,2.16125
4.629e-02,114.945,2.16125
4.632e-02,114.906,2.15953
4.635e-02,114.945,2.15219
4.638e-02,114.687,2.15766
4.642e-02,114.336,2.15391
4.645e-02,114.094,2.15172
4.648e-02,113.531,2.14891
4.651e-02,113.523,2.14078
4.654e-02,112.945,2.14406
4.658e-02,112.727,2.14109
4.661e-02,112.406,2.12906
4.664e-02,111.336,2.12484
4.667e-02,110.633,2.12625
4.670e-02,109.781,2.11781
4.674e-02,108.836,2.11656
4.677e-02,107.828,2.11078
4.680e-02,107.008,2.10828
4.683e-02,106.469,2.095
4.686e-02,105.344,2.09547
4.690e-02,104.492,2.08828
4.693e-02,103.469,2.08125
4.696e-02,102.602,2.0775
4.699e-02,101.133,2.07797
4.702e-02,100.727,2.07063
4.706e-02,99.3906,2.05547
4.709e-02,98.8203,2.05219
4.712e-02,97.4375,2.04813
4.715e-02,96.7656,2.03719
4.718e-02,95.5781,2.03656
4.722e-02,94.6641,2.03094
4.725e-02,93.3281,2.01891
4.728e-02,92.5,2.01734
4.731e-02,91.2109,2.00406
4.734e-02,90.7656,2.0025
4.738e-02,89.6094,1.99687
4.741e-02,88.5156,1.99422
4.744e-02,87.5469,1.9925
4.747e-02,86.4687,1.98578
4.750e-02,85.1797,1.97516
4.754e-02,84.4375,1.96484
4.757e-02,83.1406,1.96609
4.760e-02,82,1.95641
4.763e-02,81.0625,1.95078
4.766e-02,80,1.94
4.770e-02,78.9453,1.935
4.773e-02,77.5859,1.92859
4.776e-02,76.5312,1.91641
4.779e-02,75.2344,1.91875
4.782e-02,74.2109,1.90703
4.786e-02,72.7812,1.90078
4.789e-02,71.5469,1.89344
4.792e-02,69.9375,1.88328
4.795e-02,68.4219,1.87922
4.798e-02,67.4766,1.8675
4.802e-02,65.7656,1.86375
4.805e-02,64.4453,1.85219
4.808e-02,63.1797,1.84828
4.811e-02,61.7734,1.83547
4.814e-02,60.4062,1.82031
4.818e-02,59.3672,1.82188
4.821e-02,57.9297,1.80422
4.824e-02,56.3828,1.80328
4.827e-02,55.3281,1.79438
4.830e-02,53.7109,1.78422
4.834e-02,52.2812,1.7725
4.837e-02,51.3047,1.75438
4.840e-02,49.7734,1.7575
4.843e-02,48.5078,1.73359
4.846e-02,47.2656,1.72797
4.850e-02,45.7422,1.72469
4.853e-02,44.2891,1.70875
4.856e-02,43.1875,1.70094
4.859e-02,41.7734,1.69078
4.862e-02,40.3359,1.68375
4.866e-02,39.5,1.66625
4.869e-02,38.2734,1.66469
4.872e-02,37.3906,1.65063
4.875e-02,36.3281,1.64125
4.878e-02,34.8906,1.63891
4.882e-02,34,1.615
4.885e-02,33.1328,1.60875
4.888e-02,31.8359,1.60344
4.891e-02,30.9453,1.58781
4.894e-02,29.6328,1.57797
4.898e-02,28.7812,1.56969
4.901e-02,27.6406,1.55125
4.904e-02,26.375,1.55422
4.907e-02,25.2969,1.53219
4.910e-02,23.9297,1.525
4.914e-02,23.0156,1.5175
4.917e-02,21.7031,1.50609
4.920e-02,20.6953,1.49766
4.923e-02,19.7422,1.48078
4.926e-02,18.625,1.46953
4.930e-02,17.4297,1.45797
4.933e-02,16.4062,1.45016
4.936e-02,15.2656,1.44125
4.939e-02,14.5312,1.43219
4.942e-02,13.2891,1.4125
4.946e-02,12.6094,1.39891
4.949e-02,11.4375,1.39266
4.952e-02,10.9453,1.37438
4.955e-02,9.55469,1.36922
4.958e-02,8.94531,1.35891
4.962e-02,7.85156,1.34719
4.965e-02,7.0625,1.32953
4.968e-02,6.4375,1.32172
4.971e-02,5.51562,1.31547
4.974e-02,4.97656,1.28734
4.978e-02,4.39844,1.28047
4.981e-02,3.21094,1.26891
4.984e-02,2.90625,1.25359
4.987e-02,1.61719,1.23875
4.990e-02,1.03906,1.22953
4.994e-02,0.398437,1.21656

